Symbol,Name,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
ST,Sensata Technologies Holding,16.6,16.98,16.44,16.83,0.36,2.19,241442,21.12,16.22,,,,
SXT,Sensient Technologies,27.45,28.1,27.28,28.09,1.2,4.46,311898,32.4,21.89,0.8,2.85,15.52,6.81
SCI,Service International,8.45,8.62,8.41,8.61,0.34,4.11,4803411,9.74,4.5,0.16,1.86,17.57,5.13
SVN,7 Days Group Holdings,11.33,12.1,11.12,12.02,0.82,7.32,80527,15.25,9.1,,,,-3.69
SJR,Shaw Communications Cl B NV,18.21,18.4,18.19,18.36,0.45,2.51,128045,20.94,15.2,0.88,,16.54,-10.74
SHAW,Shaw Group,33.75,34.7,33.7,34.69,1.75,5.31,680501,40.49,23.23,,,48.86,20.66
SHW,Sherwin-Williams,76.26,77.12,75.45,77.1,2.04,2.72,1398607,80.53,51.22,1.44,1.87,20.61,25.06
SHG,Shinhan Financial Group ADS,69.85,71.58,68.97,71.49,5.18,7.81,54044,88.88,46.33,0.84,,14.53,-3.76
SFL,Ship Finance International,18.02,18.82,17.95,18.81,1.21,6.87,812310,21.29,9.3,1.23,6.54,6.92,38
SI,Siemens ADS,89.34,91.61,88.71,91.52,5.92,6.92,902547,103.1,63.37,2.41,2.63,19.51,-0.2
SIG,Signet Jewelers,30.31,31.62,30.31,31.58,0.93,3.03,1592736,34.38,17.27,,,16.53,18.19
SLW,Silver Wheaton,18.59,19.23,18.59,19.16,0.78,4.24,5292308,21.58,7.12,,,43.55,27.56
SVM,Silvercorp Metals,7.51,7.63,7.42,7.61,0.37,5.11,1346680,9.05,2.66,0.08,1.05,33.09,15.3
SCR,Simcere Pharmaceutical Group ADS,8.31,8.37,8.09,8.34,0.09,1.09,107999,10.03,6.72,,,36.26,-9.74
SPG,Simon Property Group,83.79,86.65,83.13,86.43,4.45,5.43,3351385,93.59,45,2.4,2.78,101.68,8.31
SSD,Simpson Manufacturing,28.64,29.62,28.5,29.61,1.48,5.26,274931,35.59,18.75,0.4,1.35,49.35,10.12
SMS,Sims Metal Management ADS,16.99,17.45,16.84,17.39,1.09,6.69,119446,23.74,15.17,0.18,,,-10.82
SHI,SINOPEC Shanghai Petrochemical ADS,37.35,38.49,37.28,38.39,2.41,6.7,79766,52.09,32.07,4.4,11.46,11.89,-1.82
SKX,Skechers USA Cl A,37.6,38.25,37.26,38.25,1.31,3.55,562137,42.4,8.78,,,18.04,30.06
SKH,Skilled Healthcare Group Cl A,7.95,8.1,7.69,8.1,0.36,4.65,205842,9.69,5.83,,,,8.72
SKY,Skyline,19.21,19.21,18.81,19.1,0.32,1.7,30347,26.48,15.74,0.72,3.77,,3.8
AOS,A.O. Smith,46.85,47.79,46.46,47.79,1.7,3.69,266152,56.64,28.69,0.78,1.63,13.97,10.14
SNN,Smith&Nephew ADS,44.47,45.03,44.2,45,1.74,4.02,46916,54.11,35.35,0.72,1.6,15,-12.2
SII,Smith International,40.29,40.87,39.33,40.17,0.89,2.27,6671764,49.66,22.12,0.48,1.19,148.78,47.85
SFD,Smithfield Foods,17.04,17.41,16.93,17.41,0.75,4.5,1932947,21.48,10.23,,,,14.61
SJM,J.M. Smucker,56.11,56.27,55.61,56.27,0.87,1.57,1075492,63.5,39.53,1.6,2.84,14.62,-8.87
SNA,Snap-On,44,44.58,43.9,44.58,1.31,3.03,424513,49.98,26.03,1.2,2.69,19.22,5.49
SQM,Sociedad Quimica y Minera De Chile ADS,33.55,34.36,33.24,34.35,1.78,5.47,701806,43.93,30.98,0.24,0.7,24.36,-8.57
SWI,SolarWinds,18.53,19.16,18.28,19.09,0.81,4.43,676436,24.95,13.23,,,39.77,-17.04
SLH,Solera Holdings,34.83,35.26,34.56,35.2,0.74,2.15,542122,40.25,22.37,0.25,0.71,31.71,-2.25
SOA,Solutia,14.83,15.19,14.65,15,0.63,4.38,2894911,18.75,4.64,,,214.29,18.11
SAH,Sonic Automotive Cl A,9.96,10.23,9.9,10.14,0.49,5.08,680974,15.15,7.77,,,9.66,-2.41
SON,Sonoco Products,30.59,31.26,30.34,31.26,1.27,4.23,332495,35.87,22.58,1.12,3.58,17.97,6.87
SNE,Sony ADS,31.01,31.71,31.01,31.65,1.26,4.15,1423868,40.45,23.6,0.28,0.88,,9.14
BID,Sotheby's,30.54,32.7,30.54,32.69,2.78,9.29,1845282,39,10.01,0.2,0.61,81.72,45.42
SJI,South Jersey Industries,44.84,45.63,43.98,44.78,0.76,1.73,153623,46,33.04,1.32,2.95,17.09,17.29
SO,Southern,33,33.09,32.72,32.92,0.25,0.77,5475324,35.45,27.9,1.82,5.53,15.9,-1.2
SCCO,Southern Copper,28.15,29.76,28.05,29.76,2.14,7.75,3120809,36.98,18.46,1.16,3.9,27.81,-9.57
SUG,Southern Union,21.53,21.97,21.41,21.97,0.88,4.17,624250,26.68,15.91,0.6,2.73,15.15,-3.22
LUV,Southwest Airlines,12.56,12.64,12.39,12.64,0.34,2.76,6323249,13.97,6.14,0.02,0.16,114.91,10.59
SWX,Southwest Gas,29.48,30.01,29.22,30,1.12,3.88,184052,32.91,20.08,1,3.33,13.51,5.15
SWN,Southwestern Energy,36.81,37.86,36.65,37.45,1.59,4.43,8820521,52.82,34.25,,,22.7,-22.3
SSS,Sovran Self Storage,35.9,36.79,35.71,36.35,1.14,3.24,322766,40.79,22.29,1.8,4.95,40.84,1.74
SEH,Spartech,13.01,13.58,12.75,13.57,0.94,7.44,151686,15.55,4.07,,,33.1,32.26
SPA,Sparton,5.3,5.3,5.22,5.25,0.04,0.77,2240,6.97,1.76,,,,-13.08
SE,Spectra Energy,19.82,20.25,19.79,20.23,0.76,3.9,3554696,23.85,15.11,1,4.94,14.77,-1.37
SEP,Spectra Energy Partners,30.98,32.25,30.6,31,0.41,1.34,72137,33.78,19.85,1.61,5.19,17.32,4.84
SPB,Spectrum Brands,25.58,27.72,25.58,27.39,1.81,7.08,25800,30.95,23.7,,,0.82,34137.5
TRK,Speedway Motorsports,14.44,14.73,14.23,14.72,0.59,4.18,49481,18.17,12.79,0.1,0.68,,-16.46
SFN,SFN Group,7.4,7.53,7.16,7.53,0.42,5.91,293785,9.19,3.03,,,,33.99
SPR,Spirit AeroSystems Hldgs Cl A,19.5,19.9,19.5,19.8,0.87,4.6,1674318,24,12.08,,,15.11,-0.3
S,Sprint Nextel,5.02,5.2,4.95,5.19,0.28,5.7,76553048,5.78,2.78,,,,41.8
PHYS,Sprott Physical Gold Trust,11.5,11.55,11.44,11.47,0.07,0.61,1968157,13.07,9.6,,,,
SSI,Stage Stores,13.85,14.57,13.76,14.52,0.94,6.92,261156,16.47,9.37,0.2,1.38,17.71,17.48
SFG,StanCorp Financial Group,42.5,43.09,42.11,43.09,1.62,3.91,512526,50.33,26.67,0.8,1.86,9.31,7.67
SMP,Standard Motor Products,8.59,8.73,8.3,8.7,0.47,5.71,245056,15.71,5.22,0.1,,20.71,2.11
SPF,Standard Pacific,4.89,5,4.73,4.99,0.3,6.4,3025735,7.1,1.86,,,41.58,33.42
SR,Standard Register,3.86,4.2,3.81,4.2,0.51,13.82,108347,8.75,2.61,0.2,4.76,,-17.65
SXI,Standex International,25.53,26.69,25.5,26.6,1.8,7.26,80609,30.93,9.27,0.2,0.75,13.23,32.4
SWK,Stanley Black&Decker,55.9,57.15,55.9,57.09,2.25,4.1,2279113,66.27,31.2,1.32,2.31,46.8,10.83
SXE,Stanley Inc.,36.99,36.99,36.77,36.9,0.08,0.22,538593,37.15,21.87,,,19.22,34.62
STN,Stantec,24.88,25.29,24.88,25.28,0.5,2.02,28027,29.53,20.98,,,24.31,-12.34
SGU,Star Gas Partners,4.32,4.4,4.29,4.32,,,118155,4.54,3.01,0.29,,4.19,4.35
SCX,L.S. Starrett Cl A,9.46,9.94,9.46,9.92,0.52,5.53,13040,12.56,6.52,0.24,2.42,,12.6
SRT,Startek,4.43,4.71,4.43,4.63,0.18,4.04,79460,9.97,4.37,,,92.6,-38.1
HOT,Starwood Hotels&Resorts Worldwide,45.42,47.54,45.07,47.51,3.18,7.17,3316385,56.65,18.49,0.2,0.42,791.83,29.92
STWD,Starwood Property Trust,17.85,18.42,17.84,18.42,0.76,4.3,348994,21.71,16.44,1,5.43,,-2.49
STT,State Street,39.05,39.32,38.55,39.14,0.85,2.22,6861558,55.87,37.48,0.04,0.1,11.41,-10.11
STO,Statoil ADS,20,20.56,19.93,20.53,1.22,6.32,2350350,26.68,18.06,1.02,4.97,15.1,-17.58
SCS,Steelcase Cl A,8.33,8.53,8.3,8.51,0.33,4.03,923132,9.47,4.53,0.16,1.88,,33.81
LVB,Steinway Musical Instruments,18.93,19.25,17.72,19.24,1.08,5.95,21412,20.76,9.81,,,27.88,20.93
SCL,Stepan,72.12,74.02,70.1,74.02,3.97,5.67,52725,79.75,37.25,0.96,1.3,11.75,14.21
STE,Steris,31.83,32.06,31.6,32.06,0.78,2.49,338820,38.16,20.92,0.44,1.37,14.84,14.62
STL,Sterling Bancorp,9.57,10.1,9.47,9.89,0.66,7.15,169954,11.09,6.21,0.36,3.64,31.9,38.52
SLT,Sterlite Industries (India) ADS,14.07,14.26,13.93,14.26,0.71,5.24,2131223,20.1,10.52,0.08,0.56,19.27,-21.73
STC,Stewart Information Services,10.92,11.09,10.78,10.93,0.24,2.25,116457,16.67,8.45,0.05,0.46,,-3.1
SF,Stifel Financial,51.44,51.87,50.73,51.51,0.91,1.8,366967,59.63,41.7,,,20.12,-13.05
SWC,Stillwater Mining,12.94,13.71,12.76,13.71,1.33,10.74,2358008,18.48,4.45,,,91.4,44.62
STM,STMicroelectronics,7.81,8.06,7.79,8.02,0.5,6.65,2115046,10.73,6.86,0.07,0.87,,-13.48
SGY,Stone Energy,13.94,14.87,13.92,14.67,1.21,8.99,2331350,20.63,5.83,,,14.97,-18.73
SRI,Stoneridge,9.67,10.01,9.55,9.97,0.66,7.09,79138,12.3,2.5,,,,10.65
BEE,Strategic Hotels&Resorts,4.54,4.91,4.54,4.85,0.36,8.02,6594197,6.97,0.94,,,,160.75
SYK,Stryker,52.79,53.53,52.53,53.47,1.28,2.45,1361723,59.72,37.14,0.6,,18.63,6.15
STU,Student Loan,29.53,29.74,28.95,29.68,0.66,2.27,51033,52.55,25.53,1.4,4.72,5.42,-36.27
RGR,Sturm Ruger,16.1,16.45,16.03,16.3,0.55,3.49,193844,17.97,9.61,0.37,2.27,11.09,68.04
SPH,Suburban Propane Partners,46,46.12,45.42,45.47,0.76,1.7,91984,50,39.16,3.36,7.39,14.43,-3.42
SUI,Sun Communities,29.38,30.05,28.86,29.89,1.13,3.93,237158,31.53,12.8,2.52,8.43,,51.34
SLF,Sun Life Financial,27.02,28.53,27.02,28.53,2.05,7.74,701106,35.96,23.87,1.44,,14.27,-0.66
SU,Suncor Energy,29.54,30.85,29.5,30.84,2.07,7.19,9840472,39.62,25.51,0.4,,24.48,-12.66
SUN,Sunoco,28.58,29.88,28.49,29.88,1.81,6.45,2535849,34.49,21.45,0.6,2.01,,14.48
SXL,Sunoco Logistics Partners,66.84,66.84,65.41,65.97,1.39,2.15,45109,72.32,50.37,4.46,6.76,12.64,-1.38
SRZ,Sunrise Senior Living,4.26,4.43,4.2,4.42,0.31,7.54,402224,5.99,1.26,,,,37.27
SHO,Sunstone Hotel Investors,10.72,11.24,10.46,11.2,0.93,9.06,980643,13.47,4.15,1.4,,,26.13
STP,Suntech Power Holdings ADS,9.68,10.06,9.46,10.06,0.83,8.99,3643721,21.38,9.05,,,20.12,-39.51
STI,SunTrust Banks,27.12,27.69,26.44,27.61,1.06,3.99,7665069,32.02,12.76,0.04,0.14,,36.08
SPN,Superior Energy Services,23.2,24.06,22.91,23.62,1.13,5.02,2420213,28.93,14.76,,,,-2.76
SUP,Superior Industries International,14.87,15.07,14.7,15.05,0.54,3.72,94877,18.06,11.46,0.64,4.25,,-1.63
SVU,Supervalu,13.47,13.66,13.27,13.61,0.26,1.93,3338989,17.93,12.13,0.35,2.57,7.4,7.08
SFY,Swift Energy,28.18,28.59,26.9,28.53,1.73,6.46,1253998,38.65,12.36,,,31.7,19.07
SWS,SWS Group,10.28,10.37,10.09,10.35,0.29,2.88,225035,15.62,9.34,0.36,3.48,115,-14.46
SY,Sybase,64.2,64.41,64.19,64.38,0.08,0.12,3430291,66,29.6,,,33.02,48.34
SYA,Symetra Financial,12.86,13.09,12.66,13.08,0.35,2.75,194854,14.3,11.75,0.05,,9.02,
SMA,Symmetry Medical,10.81,11,10.62,11,0.39,3.68,201352,12.05,6.92,,,23.91,36.48
SYT,Syngenta ADS,44.56,45.53,44.18,45.42,1.4,3.18,1465820,57.74,42.96,1.13,2.49,17.08,-19.28
SVR,Syniverse Holdings,19.83,20.27,19.79,20.26,0.84,4.33,916760,22.13,14.25,,,20.26,15.9
SNX,SYNNEX,26.85,27.23,26.6,27.23,0.81,3.07,236002,33.02,22.51,,,10.09,-11.19
SNV,Synovus Financial,2.92,2.93,2.79,2.9,0.07,2.47,33504229,4.55,1.45,0.04,1.38,,41.46
SYY,Sysco,29.33,29.85,29.23,29.85,0.78,2.68,4547618,31.99,21.38,1,3.35,15.31,6.84
SYX,Systemax,18.98,19.43,18.76,19.41,0.72,3.85,121284,24.33,10.68,,,14.82,23.55
TCB,TCF Financial,16.27,16.52,16.13,16.51,0.57,3.58,1614052,19.17,11.36,0.2,1.21,25.02,21.22
TCB%,TCF Financial Wt,5.69,5.94,5.61,5.94,0.33,5.88,14900,6.55,2.74,,,,80
TSU,TIM Participacoes ADS,26.35,27.51,26.07,27.46,1.9,7.43,446820,31.37,16.64,0.71,,137.3,-7.57
TJX,TJX,45.11,46.04,45.08,46.01,1.51,3.39,6029808,48.5,28.2,0.6,1.3,14.56,25.88
TNS,TNS,19.6,19.7,19.45,19.5,0.2,1.04,260747,32,16.31,,,,-24.09
TRR,TRC Cos.,2.85,2.98,2.85,2.89,0.03,1.05,7232,4.97,2.55,,,,-3.34
TRW,TRW Automotive Holdings,29.11,30.89,29.09,30.79,2.74,9.77,1945718,35.34,7.95,,,9.81,28.94
TSM,Taiwan Semiconductor Manufacturing ADS,9.6,9.91,9.6,9.89,0.43,4.55,13802010,11.69,8.55,0.46,4.65,13.55,-13.55
TAL,TAL International Group,22.64,24.79,22.64,24.63,2.77,12.67,284430,26.98,8.81,1.2,4.87,12.63,86.17
TLB,Talbots,14.87,15.15,14.63,15.14,0.72,4.99,2545262,17.79,2.84,,,,69.92
TLM,Talisman Energy,16.51,16.79,16.48,16.78,0.66,4.09,3258028,20.22,12.34,0.25,,,-9.98
TAM,TAM ADS,13.48,13.87,13.32,13.85,0.89,6.87,688950,25.34,8.43,0.8,5.78,,-37.67
SKT,Tanger Factory Outlet Centers,40.66,41.62,40.18,41.54,1.73,4.35,449812,45.27,28.97,1.55,3.73,65.94,6.54
NGLS,Targa Resources Partners,22.05,22.64,21.94,22.62,1.08,5.01,405149,28.87,11.97,2.07,9.15,23.32,-6.95
TGT,Target,54.37,55.33,53.83,55.31,1.72,3.21,5613250,58.52,36.36,0.68,1.23,15.8,14.35
TCL,Tata Communications ADS,10.58,10.58,10.37,10.57,-0.13,-1.21,141948,23.12,9.02,0.18,1.7,19.94,-26.85
TTM,Tata Motors ADS,16.5,17.1,16.5,17.05,1.37,8.74,2506023,20.84,7.37,0.13,0.76,,1.13
TCO,Taubman Centers,39.47,40.98,39.25,40.9,2.28,5.9,829212,45.03,21.85,1.66,4.06,,13.9
TMH,Team Health Holding,13.95,14.09,13.26,13.4,-0.48,-3.46,73050,18.46,12.66,,,28.51,-4.42
TNL,Technitrol,3.79,4.01,3.79,4.01,0.35,9.56,199576,10.47,3.3,0.1,2.49,,-8.45
TCK,Teck Resources,33.83,35.09,33.64,35,2.57,7.92,7150712,46.92,14.18,0.2,,8.2,0.09
TE,Teco Energy,15.32,15.59,15.32,15.59,0.41,2.7,1406722,17.35,10.83,0.82,5.26,14.17,-3.88
TK,Teekay,24.72,25.88,24.58,25.88,1.8,7.48,524405,27.45,13.89,1.26,4.87,14.79,11.5
TGP,Teekay LNG Partners,28.35,28.9,28.35,28.86,0.8,2.85,73723,30.38,17.03,2.4,8.32,34.36,9.03
TOO,Teekay Offshore Partners,19.48,19.75,19.25,19.71,0.67,3.52,155631,21.75,11.9,1.83,9.28,10.83,-1.2
TNK,Teekay Tankers,10.77,11.19,10.73,11.16,0.58,5.48,284240,13.24,7.7,1.18,10.57,11.27,30.83
TRC,Tejon Ranch,24.64,24.87,24.29,24.55,0.29,1.2,63361,33.3,24.2,,,,-15.98
TRC$,Tejon Ranch Rt,0.18,0.21,0.17,0.19,0.01,5.56,1101963,0.6,0.16,,,,
TNE,Tele Norte Leste Participacoes ADS,14.97,15.39,14.97,15.34,0.78,5.36,1436909,22.86,12.87,2.83,,14.34,-28.38
TEO,Telecom Argentina ADS,15.16,16.59,14.95,16.55,1.53,10.19,536615,21.96,7.85,1.81,,10.03,-1.61
NZT,Telecom of New Zealand ADS,6.56,6.57,6.42,6.57,0.18,2.82,787412,9.82,6.2,0.84,12.79,8.42,-26.92
TIA,Telecom Italia ADS,9,9.4,8.97,9.29,0.46,5.21,75730,12.96,8.67,0.83,8.93,,-15.55
TI,Telecom Italia ADS,11.52,11.9,11.46,11.9,0.76,6.82,867145,18.5,10.86,0.68,5.71,7.3,-22.88
TBH,Telecomunicacoes Brasileiras ADS,5.02,5.51,4.93,5.51,0.38,7.41,15400,14.1,3.17,0.18,,,-5.81
TSP,Telecomunicacoes de Sao Paulo ADS,19.33,19.63,19.15,19.58,0.47,2.46,75972,27.44,17.5,3,,7.96,-21.59
TDY,Teledyne Technologies,39.22,39.97,38.67,39.94,1.69,4.42,157985,44.57,29.48,,,12.48,4.12
TFX,Teleflex,56.11,56.91,55.45,56.91,1.79,3.25,99212,66.07,42.34,1.36,2.39,14.9,5.6
TEF,Telefonica ADS,56.51,58.31,56.32,58.26,3.58,6.55,1038235,89.62,54.45,4.77,8.19,8.39,-30.24
TMX,Telefonos de Mexico ADS,14.15,14.44,14.05,14.37,0.57,4.13,2147650,18.71,13,1.33,9.26,8.45,-13.33
TLK,Telekomunikasi Indonesia ADS,33,33.53,32.98,33.53,0.81,2.48,467518,41.87,28.09,1.28,3.82,13,-16.07
TDS,Telephone&Data Systems,31.84,32.59,31.7,32.59,1.34,4.29,270373,35.74,24.63,0.45,1.38,20.76,-3.92
TDSS,Telephone&Data Systems Cl S,27.83,28.74,27.67,28.74,1.42,5.2,129760,31.12,23.33,0.45,1.57,,-4.83
TII,Telmex Internacional ADS,17.88,18.16,17.72,18.08,0.49,2.79,2372786,19.94,10.98,0.13,0.72,,1.86
TIIA,Telmex Internacional ADS Series A,17.79,17.97,17.33,17.94,0.51,2.93,10231,19.56,10.85,0.13,0.72,,1.47
TU,TELUS Non Voting,34.28,35.2,34.23,35.08,1.47,4.37,207202,37.66,24.69,2,,,12.62
TIN,Temple-Inland,20.65,21.41,20.64,21.35,1.15,5.69,1741432,25.03,10.9,0.44,2.06,14.05,1.14
TPX,Tempur-Pedic International,32.59,33.23,32.2,33.22,1.53,4.83,1280142,36.29,10.04,,,24.25,40.58
TS,Tenaris ADS,38.03,38.79,37.54,38.79,3.12,8.75,2564908,47.79,23.86,0.26,0.67,22.04,-9.05
THC,Tenet Healthcare,5.63,5.8,5.6,5.8,0.29,5.26,6125506,6.46,2.46,,,30.53,7.61
TNC,Tennant,32.58,34.12,31.92,34.04,2.52,7.99,92993,37.11,15.3,0.56,1.65,32.73,29.97
TEN,Tenneco,22.34,23.31,22.12,23.24,1.82,8.5,985721,27.5,5.8,,,,31.08
TDC,Teradata,31.21,32.03,31.09,32,1.26,4.1,1552611,34.55,20.55,,,20.13,1.81
TER,Teradyne,11.03,11.32,10.95,11.32,0.6,5.6,5253633,13.37,5.96,,,,5.5
TEX,Terex,22.23,22.56,21.86,22.5,1.06,4.94,2413743,28.71,10.24,,,,13.58
TX,TERNIUM ADS,34.57,34.96,33.6,34.4,1.4,4.24,347346,43.52,14.97,0.5,,11.74,-2.88
TNH,Terra Nitrogen,72.89,73.85,72.86,73.4,0.6,0.82,12414,125.64,68.11,5.1,,12.7,-29.48
TTT,Terra Nova Royalty,9.7,9.99,9.46,9.98,0.4,4.18,187656,16.1,7,,,14.46,-26.67
TRNO,Terreno Realty,18.17,18.43,18.06,18.41,0.5,2.79,15970,20.56,17.32,,,,
TSO,Tesoro,11.55,11.67,11.36,11.65,0.41,3.65,5729837,17.88,10.62,0.2,,,-14.02
TTI,Tetra Technologies,11.01,11.67,10.96,11.27,0.71,6.72,1631471,14.64,6.77,,,13.74,1.71
TXI,Texas Industries,35.95,36.71,35.4,36.66,1.63,4.65,168804,48.7,27.36,0.3,0.82,,4.77
TXN,Texas Instruments,24.51,24.87,24.46,24.85,0.71,2.94,14951141,27.44,18.3,0.48,1.93,14.97,-4.64
TPL,Texas Pacific Land Trust Sub Share Ctf,25.75,27.14,25.75,27.04,1.38,5.38,9272,37.7,25.15,0.2,0.74,31.44,-10.02
TGH,Textainer Group Holdings,24.26,24.89,23.9,24.86,1.38,5.88,188319,25.55,9.8,0.96,3.86,13.08,47.1
TXT,Textron,21.03,21.28,20.64,21.26,0.99,4.88,4225940,25.3,8.51,0.08,0.38,,13.02
DM,The Dolan,12.47,12.92,12.3,12.9,0.67,5.48,152355,14.44,9.49,,,15,26.35
TGX,Theragenics,1.16,1.24,1.16,1.2,0.08,7.14,134661,1.89,0.94,,,17.14,-10.45
TMO,Thermo Fisher Scientific,51.82,52.73,51.71,52.73,1.81,3.55,3932523,57.4,37.1,,,24.64,10.57
TNB,Thomas&Betts,38.92,39.26,38.5,39.26,1.27,3.34,226620,44.05,23.82,,,18.97,9.7
TC,Thompson Creek Metals,9.8,10.05,9.74,10.02,0.62,6.6,2878912,15.64,8.41,,,,-14.51
TCH,Technicolor ADS,0.67,0.74,0.67,0.7,0.05,7.69,29206,2.15,0.65,0.18,25.71,4.12,-44.44
TRI,Thomson Reuters,35.18,35.81,34.96,35.33,0.84,2.44,580463,38.91,27.49,1.16,3.28,33.02,9.55
THO,Thor Industries,29.17,29.79,28.68,29.76,1.29,4.53,746879,36.85,16.39,0.28,0.94,26.57,-5.22
MMM,3M,80.41,81.53,80.04,81.43,2.26,2.85,4535342,90.52,55.23,2.1,2.58,16.16,-1.5
PAR,3PAR,9.2,9.91,9.1,9.87,0.86,9.54,841917,13.67,8.37,,,,-16.71
TDW,Tidewater,42.73,43.32,42.28,43.1,1.27,3.04,2207821,57.08,40.05,1,2.32,8.59,-10.11
TIF,Tiffany&,46.56,47.4,45.54,46.86,3.27,7.5,7605383,52.19,23.85,1,2.13,22.21,8.98
THI,Tim Hortons,32.6,33.56,32.6,33.55,1.31,4.06,272346,35.17,24.27,0.52,,19.74,9.96
TBL,Timberland,19.59,20.05,19.43,20.03,0.93,4.87,837562,23.95,12.06,,,16.69,11.71
TWC,Time Warner Cable,53.97,55.11,53.66,55.11,2.18,4.12,2966761,57.69,28.66,0.8,,17.55,33.15
TWX,Time Warner,30.09,30.98,29.95,30.94,1.41,4.77,9045858,34.07,21.13,0.85,2.75,15.79,6.18
TKR,Timken,28.88,29.24,28.64,29.21,1.25,4.47,821188,35.9,16.1,0.52,1.78,,23.2
TWI,Titan International,10.43,10.85,10.36,10.75,0.61,6.02,390214,13.1,5.78,0.02,0.19,,32.55
TIE,Titanium Metals,16.76,17.73,16.76,17.73,1.54,9.51,4846768,18.15,7.34,0.3,,93.32,41.61
TOD,Todd Shipyards,14.81,14.95,14.56,14.79,0.3,2.07,12266,17.8,13.98,0.3,2.03,12.64,-11.75
TOL,Toll Brothers,21.23,21.38,20.55,21.12,0.34,1.64,4703396,23.67,15.19,,,,12.28
TKS,Tomkins ADS,13.9,14.28,13.83,14.28,1,7.53,98580,15.82,8.84,0.4,2.8,,14.33
TCM,Tongjitang Chinese Medicines ADS,3.85,3.85,3.82,3.84,0.02,0.52,5582,5.1,2.9,,,,1.05
TR,Tootsie Roll Industries,24.99,25.4,24.77,25.4,0.79,3.21,116571,28.49,21.13,0.32,1.26,27.02,-4.17
TRU,Torch Energy Royalty Trust,4.3,4.3,4.23,4.23,0.01,0.25,2445,8.74,2.51,0.1,,11.75,-10.95
TMK,Torchmark,50.97,52.79,50.86,52.77,2.92,5.86,719598,56.54,32.89,0.6,1.14,10.23,20.07
TTC,Toro,54.54,54.82,53.89,54.49,1.14,2.14,382048,58.5,28.43,0.72,1.32,25,30.33
TD,Toronto-Dominion Bank,69.01,70.14,68.74,69.8,1.45,2.12,1371780,77.57,44.89,2.44,,17.58,11.29
TOT,Total ADS,46.11,47.84,45.88,47.84,3.63,8.21,5909655,67.52,43.07,3.16,6.61,9.04,-25.3
TSS,Total System Services,14.53,14.74,14.41,14.74,0.42,2.93,1426911,17.75,12.61,0.28,1.9,13.16,-14.65
TW,Towers Watson Cl A,46.32,46.84,46.18,46.54,0.63,1.37,341006,51.48,34.86,0.3,0.64,15.88,-2.06
TM,Toyota Motor ADS,72.77,73.81,72.55,73.74,1.73,2.4,952452,91.97,71,0.46,0.62,51.93,-12.38
TAC,Transalta,19.32,19.78,19.32,19.73,0.77,4.08,61046,23.3,17.6,1.16,,20.34,-11.41
TRH,TransAtlantic Holdings,46.63,47.85,46.32,47.82,1.99,4.34,433274,56.42,35.59,0.84,1.76,7.66,-8.23
TRP,TransCanada,32.74,33.41,32.74,33.28,1.11,3.45,447774,38.01,25.8,1.6,,16.56,-3.17
TCI,Transcontinental Realty Investors,9.56,9.56,9.3,9.35,-0.06,-0.64,2556,14.5,9.17,,,,-21.49
TDG,TransDigm Group,52.29,53.11,52.08,53.11,1.76,3.43,355592,57.31,28.48,,,23.09,11.83
TLP,Transmontaigne Partners,27.12,28.14,26.8,27.86,1.35,5.09,45012,31.5,15.9,2.4,8.61,12.9,1.2
RIG,Transocean,61.32,63.89,59.16,59.71,1.13,1.93,26941950,94.88,52.05,,,6.63,-27.89
TGS,Transportadora de Gas del Sur ADS,3.17,3.24,3.06,3.24,0.09,2.86,45221,4.09,1.79,0.05,1.54,11.57,10.96
TRV,Travelers Cos.,48.48,49.77,48.46,49.73,1.73,3.6,6232587,54.83,38.25,1.44,2.9,7.63,-0.26
TG,Tredegar,16.24,16.65,16.03,16.61,0.84,5.33,161638,17.96,12.61,0.16,0.96,16.95,4.99
THS,TreeHouse Foods,45.22,46.15,45.05,45.96,1.16,2.59,413303,47,26,,,18.02,18.27
TREX,Trex,22.9,24.01,22.63,23.75,1.36,6.07,270188,26.51,10.44,,,,21.17
TSL,Trina Solar ADS,17.48,18,17.12,18,1.38,8.3,3242660,31.18,10.05,,,0.53,-33.3
TRN,Trinity Industries,21.42,22.38,21.35,22.36,1.43,6.83,904411,27.09,11.63,0.32,1.43,,28.21
GTS,Triple-S Management Cl B,18.14,18.63,17.95,18.62,0.84,4.72,68139,18.88,13.8,,,7.19,5.8
TGI,Triumph Group,68.12,70.08,67.37,70.07,3.4,5.1,178861,81.87,34.96,0.16,0.23,13.71,45.22
TBI,TrueBlue,13.68,14,13.46,13.56,0.05,0.37,769186,17.23,7.55,,,50.22,-8.44
TNP,Tsakos Energy Navigation,14.35,14.55,14.17,14.51,0.42,2.98,158353,23.46,12.65,0.6,4.14,23.03,-1.02
TUP,Tupperware Brands,41.57,43.64,41.55,43.63,2.32,5.62,1029237,54.15,23.15,1,2.29,14.21,-6.31
TKC,Turkcell Iletisim Hizmetleri A.S. ADS,13.09,13.54,13.09,13.53,0.56,4.32,562976,19.99,12.16,0.66,,18.04,-22.64
TPC,Tutor Perini,21.55,22.19,21.49,22.19,1.09,5.17,145550,25.48,13.83,,,9.25,22.73
